what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292970795
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279293842888
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279293844060
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279293847638
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279293849029
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279294267373
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279294267670
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279294365935
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279294367357
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279294967420
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279294995873
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279294997795
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279294999998
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295040045
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295045154
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295050857
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295051795
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295053873
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295055248
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295058060
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295060795
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295064748
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295066482
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295073935
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295075451
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295079357
