what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292970795
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279293842888
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279293844060
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279293847638
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279293849029
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279294267373
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279294267670
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279294365935
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279294367357
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279294967420
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279294995873
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279294997795
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279294999998
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295040045
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295045154
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295050857
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295051795
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295053873
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295055248
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295058060
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295060795
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295064748
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295066482
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295073935
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295075451
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295079357
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295081388
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295086779
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1279295089545
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295095170
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295099107
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1279295100592
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1279295107982
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1279295116857
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295118076
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295136404
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295138670
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295144920
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295148138
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295148904
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1279295152982
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1279295153248
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1279295154638
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279295158482
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1279295159513
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1279295161154
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1279295162998
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1279295163685
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1279295164310
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279295165779
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1279295167357
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295168545
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295173373
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295174217
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295296746
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1279295301354
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295302932
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295326600
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1279295328677
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1279295329568
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1279295330318
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1279295332380
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279295335426
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279295339097
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1279295342066
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1279295342644
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1279295342878
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1279295343940
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1279295344878
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295349330
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295350517
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295351267
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295354907
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295356438
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295440376
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1279295443110
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1279295444719
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279295454702
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279295454889
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279295455014
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279295455202
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279295455327
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279295455920
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279295456061
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279295456217
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279295456405
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279295464481
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279295465106
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279295465653
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1279295470293
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295476791
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295481166
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295482275
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295528923
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295531329
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295536171
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1279295539515
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1279295542311
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295552153
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295573055
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295584303
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295905563
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279295906969
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279304284779
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279304285467
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279304292436
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279306885934
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279306887652
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279307371709
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279307375381
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279308191808
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279308202964
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279308206807
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279308211745
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279308212854
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279308213682
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279308217479
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279308223338
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279308224370
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279308225088
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279308233088
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279308391446
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279308398274
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279308403321
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279308404789
